Year,Country,Region,Police force area,Monitored hate crime strand,Value
2016/17,England,North West,Merseyside,Sexual orientation,0.26805133800000003
2016/17,England,North West,,Sexual orientation,0.181034384
2016/17,England,Yorkshire and The Humber,North Yorkshire,Sexual orientation,0.13034394800000002
2016/17,England,Yorkshire and The Humber,South Yorkshire,Sexual orientation,0.028159475
2016/17,England,Yorkshire and The Humber,West Yorkshire,Sexual orientation,0.073053865
2016/17,England,Yorkshire and The Humber,Humberside,Sexual orientation,0.588447039
2016/17,England,Yorkshire and The Humber,,Sexual orientation,0.158319389
2016/17,England,East Midlands,Derbyshire,Sexual orientation,0.063339853
2016/17,England,East Midlands,Leicestershire,Sexual orientation,0.131787279
2016/17,England,East Midlands,Lincolnshire,Sexual orientation,0.044389860999999996
2016/17,England,East Midlands,Northamptonshire,Sexual orientation,0.105029408
2016/17,England,East Midlands,Nottinghamshire,Sexual orientation,0.134684047
2016/17,England,East Midlands,,Sexual orientation,0.09948275300000001
2016/17,England,West Midlands,Staffordshire,Sexual orientation,0.13924245
2016/17,England,West Midlands,Warwickshire,Sexual orientation,0.10776829800000001
2016/17,England,West Midlands,West Mercia,Sexual orientation,0.122347386
2016/17,England,West Midlands,West Midlands,Sexual orientation,0.12146914800000001
2016/17,England,West Midlands,,Sexual orientation,0.25061738100000003
2016/17,England,East of England,Bedfordshire,Sexual orientation,0.052672845999999995
2016/17,England,East of England,Cambridgeshire,Sexual orientation,0.10011365800000001
2016/17,England,East of England,Essex,Sexual orientation,0.103209253
2016/17,England,East of England,Hertfordshire,Sexual orientation,0.10027874099999999
2016/17,England,East of England,Norfolk,Sexual orientation,0.151197823
2016/17,England,East of England,Suffolk,Sexual orientation,0.12478632
2016/17,England,East of England,,Sexual orientation,0.10635275
2016/17,England,London,"London, City of",Sexual orientation,0.8509733009999999
2016/17,England,London,Metropolitan Police,Sexual orientation,0.23306967
2016/17,England,London,,Sexual orientation,0.233730683
2016/17,England,South East,Hampshire,Sexual orientation,0.15487493
2016/17,England,South East,Kent,Sexual orientation,0.138977772
2016/17,England,South East,Surrey,Sexual orientation,0.14109059599999998
2016/17,England,South East,Sussex,Sexual orientation,0.19931092
2016/17,England,South East,Thames Valley,Sexual orientation,0.070612238
2016/17,England,South East,,Sexual orientation,0.135936143
2016/17,England,South West,Avon and Somerset,Sexual orientation,0.219549418
2016/17,England,South West,Dorset,Sexual orientation,0.177487809
2016/17,England,South West,Gloucestershire,Sexual orientation,0.099497857
2016/17,England,South West,Wiltshire,Sexual orientation,0.071661251
2016/17,England,South West,Devon & Cornwall,Sexual orientation,0.038640968
2016/17,England,South West,,Sexual orientation,0.121465865
2016/17,Wales,,Dyfed-Powys,Sexual orientation,0.06784655
2016/17,Wales,,Gwent,Sexual orientation,0.10785215
2016/17,Wales,,North Wales,Sexual orientation,0.090540397
2016/17,Wales,,South Wales,Sexual orientation,0.22773423399999998
2016/17,Wales,,,Sexual orientation,0.148081525
2016/17,England,,,Sexual orientation,0.151172285
2016/17,,,,Sexual orientation,0.156848392
2016/17,England,North East,Cleveland,Disability,0.069112174
2016/17,England,North East,Durham,Disability,0.097166405
2016/17,England,North East,Northumbria,Disability,0.15089021800000002
2016/17,England,North East,,Disability,0.12059853300000001
2016/17,England,North West,Cheshire,Disability,0.10209076199999999
2016/17,England,North West,Cumbria,Disability,0.102428973
2016/17,England,North West,Greater Manchester,Disability,0.10926836599999999
2016/17,England,North West,Lancashire,Disability,0.06464463599999999
2016/17,England,North West,Merseyside,Disability,0.200505245
2016/17,England,North West,,Disability,0.116349566
2016/17,England,Yorkshire and The Humber,North Yorkshire,Disability,0.086076192
2016/17,England,Yorkshire and The Humber,South Yorkshire,Disability,0.020217059
2016/17,England,Yorkshire and The Humber,West Yorkshire,Disability,0.046528354
2016/17,England,Yorkshire and The Humber,Humberside,Disability,0.34703286899999997
2016/17,England,Yorkshire and The Humber,,Disability,0.09712959
2016/17,England,East Midlands,Derbyshire,Disability,0.03838779
2016/17,England,East Midlands,Leicestershire,Disability,0.065426308
2016/17,England,East Midlands,Lincolnshire,Disability,0.076673397
2016/17,England,East Midlands,Northamptonshire,Disability,0.07638502400000001
2016/17,England,East Midlands,Nottinghamshire,Disability,0.073944183
2016/17,England,East Midlands,,Disability,0.064981288
2016/17,England,West Midlands,Staffordshire,Disability,0.132994391
2016/17,England,West Midlands,Warwickshire,Disability,0.055680287
2016/17,England,West Midlands,West Mercia,Disability,0.061173693
2016/17,England,West Midlands,West Midlands,Disability,0.01431102
2016/17,England,West Midlands,,Disability,0.104016685
2016/17,England,East of England,Bedfordshire,Disability,0.064712354
2016/17,England,East of England,Cambridgeshire,Disability,0.038867656
2016/17,England,East of England,Essex,Disability,0.10376414099999999
2016/17,England,East of England,Hertfordshire,Disability,0.08413216400000001
2016/17,England,East of England,Norfolk,Disability,0.390874371
2016/17,England,East of England,Suffolk,Disability,0.268357678
2016/17,England,East of England,,Disability,0.148600238
2016/17,England,London,Metropolitan Police,Disability,0.075867253
2016/17,England,London,,Disability,0.075899886
2016/17,England,South East,Hampshire,Disability,0.078706931
2016/17,England,South East,Kent,Disability,0.08734176199999999
2016/17,England,South East,Surrey,Disability,0.094343712
2016/17,England,South East,Sussex,Disability,0.11185209800000001
2016/17,England,South East,Thames Valley,Disability,0.047074825
2016/17,England,South East,,Disability,0.080320867
2016/17,England,South West,Avon and Somerset,Disability,0.21776446300000002
2016/17,England,South West,Dorset,Disability,0.136030803
2016/17,England,South West,Gloucestershire,Disability,0.057772949000000004
2016/17,England,South West,Wiltshire,Disability,0.053234072
2016/17,England,South West,Devon & Cornwall,Disability,0.015571733
2016/17,England,South West,,Disability,0.101523708
2016/17,Wales,,Dyfed-Powys,Disability,0.038769457
2016/17,Wales,,Gwent,Disability,0.078749189
2016/17,Wales,,North Wales,Disability,0.07760605400000001
2016/17,Wales,,South Wales,Disability,0.165486877
2016/17,Wales,,,Disability,0.108571704
2016/17,England,,,Disability,0.09323648
2016/17,,,,Disability,0.09520185199999999
2016/17,England,North East,Cleveland,Transgender,0.01772107
2016/17,England,North East,Durham,Transgender,0.009557351
2016/17,England,North East,Northumbria,Transgender,0.030454906
2016/17,England,North East,,Transgender,0.02275444
2016/17,England,North West,Cheshire,Transgender,0.017174147
2016/17,England,North West,Cumbria,Transgender,0.028117757
2016/17,England,North West,Greater Manchester,Transgender,0.019050077
2016/17,England,North West,Lancashire,Transgender,0.018181304
2016/17,England,North West,Merseyside,Transgender,0.033417541
2016/17,England,North West,,Transgender,0.022023311
2016/17,England,Yorkshire and The Humber,North Yorkshire,Transgender,0.030741497000000003
2016/17,England,Yorkshire and The Humber,West Yorkshire,Transgender,0.011305955
2016/17,England,Yorkshire and The Humber,Humberside,Transgender,0.06466451
2016/17,England,Yorkshire and The Humber,,Transgender,0.020458035
2016/17,England,East Midlands,Derbyshire,Transgender,0.009596947
2016/17,England,East Midlands,Leicestershire,Transgender,0.014954585
2016/17,England,East Midlands,Lincolnshire,Transgender,0.048425302999999996
2016/17,England,East Midlands,Northamptonshire,Transgender,0.009548128000000001
2016/17,England,East Midlands,Nottinghamshire,Transgender,0.010563455
2016/17,England,East Midlands,,Transgender,0.0171449
2016/17,England,West Midlands,Staffordshire,Transgender,0.021421915
2016/17,England,West Midlands,West Mercia,Transgender,0.018272661000000003
2016/17,England,West Midlands,West Midlands,Transgender,0.021641055
2016/17,England,West Midlands,,Transgender,0.03874447
2016/17,England,East of England,Bedfordshire,Transgender,0.012039508
2016/17,England,East of England,Cambridgeshire,Transgender,0.012955885
2016/17,England,East of England,Essex,Transgender,0.018866208
2016/17,England,East of England,Hertfordshire,Transgender,0.016996397
2016/17,England,East of England,Norfolk,Transgender,0.026879612999999997
2016/17,England,East of England,Suffolk,Transgender,0.017443248999999997
2016/17,England,East of England,,Transgender,0.017942949
2016/17,England,London,Metropolitan Police,Transgender,0.023010789
2016/17,England,London,,Transgender,0.023099965
2016/17,England,South East,Hampshire,Transgender,0.033006133
2016/17,England,South East,Kent,Transgender,0.019226174
2016/17,England,South East,Surrey,Transgender,0.025498301
2016/17,England,South East,Sussex,Transgender,0.049381510999999996
2016/17,England,South East,Thames Valley,Transgender,0.005884353
2016/17,England,South East,,Transgender,0.02514874
2016/17,England,South West,Avon and Somerset,Transgender,0.039269002000000004
2016/17,England,South West,Dorset,Transgender,0.034979349
2016/17,England,South West,Gloucestershire,Transgender,0.014443237
2016/17,England,South West,Wiltshire,Transgender,0.008189857
2016/17,England,South West,Devon & Cornwall,Transgender,0.003460385
2016/17,England,South West,,Transgender,0.020304742
2016/17,Wales,,Dyfed-Powys,Transgender,0.0058154190000000005
2016/17,Wales,,Gwent,Transgender,0.017119389
2016/17,Wales,,North Wales,Transgender,0.011497193000000001
2016/17,Wales,,South Wales,Transgender,0.018218738999999998
2016/17,Wales,,,Transgender,0.014454813
2016/17,England,,,Transgender,0.021241923
2016/17,,,,Transgender,0.021376738
2016/17,England,North East,Cleveland,,1.336168705
2016/17,England,North East,Durham,,0.810781967
2016/17,England,North East,Northumbria,,1.513747275
2016/17,England,North East,,,1.3083803090000001
2016/17,England,North West,Cheshire,,1.079108891
2016/17,England,North West,Cumbria,,0.6326495360000001
2016/17,England,North West,Greater Manchester,,1.975457031
2016/17,England,North West,Lancashire,,0.724558632
2016/17,England,North West,Merseyside,,2.041314035
2016/17,England,North West,,,1.5082505
2016/17,England,Yorkshire and The Humber,North Yorkshire,,1.047670225
2016/17,England,Yorkshire and The Humber,South Yorkshire,,0.22888599
2016/17,England,Yorkshire and The Humber,West Yorkshire,,0.691837492
2016/17,England,Yorkshire and The Humber,Humberside,,5.555759129
2016/17,England,Yorkshire and The Humber,,,1.45878692
2016/17,England,East Midlands,Derbyshire,,0.574857149
2016/17,England,East Midlands,Leicestershire,,1.06177552
2016/17,England,East Midlands,Lincolnshire,,0.50577539
2016/17,England,East Midlands,Northamptonshire,,0.795222662
2016/17,England,East Midlands,Nottinghamshire,,1.112683892
2016/17,England,East Midlands,,,0.8377717809999999
2016/17,England,West Midlands,Staffordshire,,1.260322685
2016/17,England,West Midlands,Warwickshire,,0.968118545
2016/17,England,West Midlands,West Mercia,,0.915222001
2016/17,England,West Midlands,West Midlands,,1.4813651319999999
2016/17,England,West Midlands,,,2.5644650380000003
2016/17,England,East of England,Bedfordshire,,0.916507519
2016/17,England,East of England,Cambridgeshire,,1.1330510520000001
2016/17,England,East of England,Essex,,1.069824944
2016/17,England,East of England,Hertfordshire,,1.169352097
2016/17,England,East of England,Norfolk,,1.210702566
2016/17,England,East of England,Suffolk,,1.068063558
2016/17,England,East of England,,,1.101370809
2016/17,England,London,"London, City of",,10.74353792
2016/17,England,London,Metropolitan Police,,2.249019792
2016/17,England,London,,,2.25810695
2016/17,England,South East,Hampshire,,1.132872026
2016/17,England,South East,Kent,,1.058538207
2016/17,England,South East,Surrey,,1.183971088
2016/17,England,South East,Sussex,,1.193485686
2016/17,England,South East,Thames Valley,,0.746051914
2016/17,England,South East,,,1.0338680409999998
2016/17,England,South West,Avon and Somerset,,1.7117714780000002
2016/17,England,South West,Dorset,,1.335692928
2016/17,England,South West,Gloucestershire,,0.710928235
2016/17,England,South West,Wiltshire,,0.702280261
2016/17,England,South West,Devon & Cornwall,,0.312011401
2016/17,England,South West,,,0.949065375
2016/17,Wales,,Dyfed-Powys,,0.32566344199999997
2016/17,Wales,,Gwent,,0.6984710670000001
2016/17,Wales,,North Wales,,0.668274358
2016/17,Wales,,South Wales,,1.442316816
2016/17,Wales,,,,0.9447023109999999
2016/17,England,,,,1.3519922819999999
2016/17,,,,,1.3770353569999998
2015/16,England,North East,Cleveland,Race,0.8379590090000001
2015/16,England,North East,Durham,Race,0.41914366700000005
2015/16,England,North East,Northumbria,Race,0.7255869220000001
2015/16,England,North East,,Race,0.676669127
2015/16,England,North West,Cheshire,Race,0.540472166
2015/16,England,North West,Cumbria,Race,0.433738424
2015/16,England,North West,Greater Manchester,Race,1.443674211
2015/16,England,North West,Lancashire,Race,0.406598945
2015/16,England,North West,Merseyside,Race,1.215996795
2015/16,England,North West,,Race,0.984131918
2015/16,England,Yorkshire and The Humber,North Yorkshire,Race,0.49806397700000005
2015/16,England,Yorkshire and The Humber,South Yorkshire,Race,0.135306677
2015/16,England,Yorkshire and The Humber,West Yorkshire,Race,0.349736471
2015/16,England,Yorkshire and The Humber,Humberside,Race,3.301371788
2015/16,England,Yorkshire and The Humber,,Race,0.82384517
2015/16,England,East Midlands,Derbyshire,Race,0.444716269
2015/16,England,East Midlands,Leicestershire,Race,0.581449305
2015/16,England,East Midlands,Lincolnshire,Race,0.286425987
2015/16,England,East Midlands,Northamptonshire,Race,0.5795088970000001
2015/16,England,East Midlands,Nottinghamshire,Race,0.6214719910000001
2015/16,England,East Midlands,,Race,0.514000528
2015/16,England,West Midlands,Staffordshire,Race,0.770052324
2015/16,England,West Midlands,Warwickshire,Race,0.492778004
2015/16,England,West Midlands,West Mercia,Race,0.496305327
2015/16,England,West Midlands,West Midlands,Race,1.161437727
2015/16,England,West Midlands,,Race,1.779388945
2015/16,England,East of England,Bedfordshire,Race,0.7832252390000001
2015/16,England,East of England,Cambridgeshire,Race,0.545637397
2015/16,England,East of England,Essex,Race,0.48795855899999996
2015/16,England,East of England,Hertfordshire,Race,0.652468965
2015/16,England,East of England,Norfolk,Race,0.471198154
2015/16,England,East of England,Suffolk,Race,0.454242177
2015/16,England,East of England,,Race,0.552789778
2015/16,England,London,"London, City of",Race,9.931506849
2015/16,England,London,Metropolitan Police,Race,1.53468807
2015/16,England,London,,Race,1.543168422
2015/16,England,South East,Hampshire,Race,0.636729789
2015/16,England,South East,Kent,Race,0.53019885
2015/16,England,South East,Surrey,Race,0.634834263
2015/16,England,South East,Sussex,Race,0.7054531829999999
2015/16,England,South East,Thames Valley,Race,0.5507588520000001
2015/16,England,South East,,Race,0.605169049
2015/16,England,South West,Avon and Somerset,Race,0.85807149
2015/16,England,South West,Dorset,Race,0.7326839740000001
2015/16,England,South West,Gloucestershire,Race,0.49905859399999997
2015/16,England,South West,Wiltshire,Race,0.464931608
2015/16,England,South West,Devon & Cornwall,Race,0.22197816199999998
2015/16,England,South West,,Race,0.53096407
2015/16,Wales,,Dyfed-Powys,Race,0.170585282
2015/16,Wales,,Gwent,Race,0.238918233
2015/16,Wales,,North Wales,Race,0.395983717
2015/16,Wales,,South Wales,Race,0.952597377
2015/16,Wales,,,Race,0.5637145920000001
2015/16,England,,,Race,0.83573772
2015/16,,,,Race,0.8537384020000001
2015/16,England,North East,Cleveland,Religion,0.024907486
2015/16,England,North East,Durham,Religion,0.078389464
2015/16,England,North East,Northumbria,Religion,0.054958165999999996
2015/16,England,North East,,Religion,0.05410305
2015/16,England,North West,Cheshire,Religion,0.024915384
2015/16,England,North West,Cumbria,Religion,0.038152917
2015/16,England,North West,Greater Manchester,Religion,0.158916638
2015/16,England,North West,Lancashire,Religion,0.045328002
2015/16,England,North West,Merseyside,Religion,0.04935516400000001
2015/16,England,North West,,Religion,0.08628578699999999
2015/16,England,Yorkshire and The Humber,North Yorkshire,Religion,0.027189597000000003
2015/16,England,Yorkshire and The Humber,South Yorkshire,Religion,0.010911829
2015/16,England,Yorkshire and The Humber,West Yorkshire,Religion,0.015339318999999999
2015/16,England,Yorkshire and The Humber,Humberside,Religion,0.191336872
2015/16,England,Yorkshire and The Humber,,Religion,0.046191724
2015/16,England,East Midlands,Derbyshire,Religion,0.012540806000000002
2015/16,England,East Midlands,Leicestershire,Religion,0.078599825
2015/16,England,East Midlands,Lincolnshire,Religion,0.033936728
2015/16,England,East Midlands,Northamptonshire,Religion,0.029044598999999997
2015/16,England,East Midlands,Nottinghamshire,Religion,0.062236108
2015/16,England,East Midlands,,Religion,0.045327834000000004
2015/16,England,West Midlands,Staffordshire,Religion,0.023334919
2015/16,England,West Midlands,Warwickshire,Religion,0.016245429
2015/16,England,West Midlands,West Mercia,Religion,0.020012312
2015/16,England,West Midlands,West Midlands,Religion,0.054701564
2015/16,England,West Midlands,,Religion,0.075876363
2015/16,England,East of England,Bedfordshire,Religion,0.041222381
2015/16,England,East of England,Cambridgeshire,Religion,0.040417585
2015/16,England,East of England,Essex,Religion,0.021823835
2015/16,England,East of England,Hertfordshire,Religion,0.02572151
2015/16,England,East of England,Norfolk,Religion,0.030509232999999997
2015/16,England,East of England,Suffolk,Religion,0.025610092999999997
2015/16,England,East of England,,Religion,0.028964275
2015/16,England,London,"London, City of",Religion,1.940639269
2015/16,England,London,Metropolitan Police,Religion,0.203463308
2015/16,England,London,,Religion,0.205217765
2015/16,England,South East,Hampshire,Religion,0.072681375
2015/16,England,South East,Kent,Religion,0.02997983
2015/16,England,South East,Surrey,Religion,0.061601168
2015/16,England,South East,Sussex,Religion,0.081052068
2015/16,England,South East,Thames Valley,Religion,0.028831102
2015/16,England,South East,,Religion,0.052637973
2015/16,England,South West,Avon and Somerset,Religion,0.08412465599999999
2015/16,England,South West,Dorset,Religion,0.039180961
2015/16,England,South West,Gloucestershire,Religion,0.059951844000000004
2015/16,England,South West,Wiltshire,Religion,0.037029951
2015/16,England,South West,Devon & Cornwall,Religion,0.013365176999999999
2015/16,England,South West,,Religion,0.04532843
2015/16,Wales,,Dyfed-Powys,Religion,0.011630815
2015/16,Wales,,Gwent,Religion,0.025782542999999998
2015/16,Wales,,North Wales,Religion,0.025918933999999998
2015/16,Wales,,South Wales,Religion,0.061211075999999996
2015/16,Wales,,,Religion,0.038398418
2015/16,England,,,Religion,0.075055223
2015/16,,,,Religion,0.07601224200000001
2015/16,England,North East,Cleveland,Sexual orientation,0.090734415
2015/16,England,North East,Durham,Sexual orientation,0.147180219
2015/16,England,North East,Northumbria,Sexual orientation,0.08626345
2015/16,England,North East,,Sexual orientation,0.10172897300000001
2015/16,England,North West,Cheshire,Sexual orientation,0.111160942
2015/16,England,North West,Cumbria,Sexual orientation,0.144579475
2015/16,England,North West,Greater Manchester,Sexual orientation,0.179234747
2015/16,England,North West,Lancashire,Sexual orientation,0.078478332
2015/16,England,North West,Merseyside,Sexual orientation,0.22102529999999998
2015/16,England,North West,,Sexual orientation,0.15431077
2015/16,England,Yorkshire and The Humber,North Yorkshire,Sexual orientation,0.063030429
2015/16,England,Yorkshire and The Humber,South Yorkshire,Sexual orientation,0.021823658
2015/16,England,Yorkshire and The Humber,West Yorkshire,Sexual orientation,0.049524087
2015/16,England,Yorkshire and The Humber,Humberside,Sexual orientation,0.34808176700000004
2015/16,England,Yorkshire and The Humber,,Sexual orientation,0.095722609
2015/16,England,East Midlands,Derbyshire,Sexual orientation,0.045339837
2015/16,England,East Midlands,Leicestershire,Sexual orientation,0.08049379599999999
2015/16,England,East Midlands,Lincolnshire,Sexual orientation,0.050226358
2015/16,England,East Midlands,Northamptonshire,Sexual orientation,0.080218415
2015/16,England,East Midlands,Nottinghamshire,Sexual orientation,0.074683329
2015/16,England,East Midlands,,Sexual orientation,0.066495077
2015/16,England,West Midlands,Staffordshire,Sexual orientation,0.087954694
2015/16,England,West Midlands,Warwickshire,Sexual orientation,0.077617048
2015/16,England,West Midlands,West Mercia,Sexual orientation,0.07844826099999999
2015/16,England,West Midlands,West Midlands,Sexual orientation,0.131283754
2015/16,England,West Midlands,,Sexual orientation,0.215630037
2015/16,England,East of England,Bedfordshire,Sexual orientation,0.054963175
2015/16,England,East of England,Cambridgeshire,Sexual orientation,0.051116357
2015/16,England,East of England,Essex,Sexual orientation,0.06770984599999999
2015/16,England,East of England,Hertfordshire,Sexual orientation,0.047156101
2015/16,England,East of England,Norfolk,Sexual orientation,0.112997159
2015/16,England,East of England,Suffolk,Sexual orientation,0.076830279
2015/16,England,East of England,,Sexual orientation,0.067802736
2015/16,England,London,"London, City of",Sexual orientation,2.397260274
2015/16,England,London,Metropolitan Police,Sexual orientation,0.21281131
2015/16,England,London,,Sexual orientation,0.21501749
2015/16,England,South East,Hampshire,Sexual orientation,0.140756183
2015/16,England,South East,Kent,Sexual orientation,0.069397755
2015/16,England,South East,Surrey,Sexual orientation,0.11550219099999999
2015/16,England,South East,Sussex,Sexual orientation,0.182517249
2015/16,England,South East,Thames Valley,Sexual orientation,0.064445993
2015/16,England,South East,,Sexual orientation,0.110752083
2015/16,England,South West,Avon and Somerset,Sexual orientation,0.164043079
2015/16,England,South West,Dorset,Sexual orientation,0.17370226100000002
2015/16,England,South West,Gloucestershire,Sexual orientation,0.090737926
2015/16,England,South West,Wiltshire,Sexual orientation,0.053487707
2015/16,England,South West,Devon & Cornwall,Sexual orientation,0.029635828
2015/16,England,South West,,Sexual orientation,0.098516225
2015/16,Wales,,Dyfed-Powys,Sexual orientation,0.031015506
2015/16,Wales,,Gwent,Sexual orientation,0.091098319
2015/16,Wales,,North Wales,Sexual orientation,0.089276329
2015/16,Wales,,South Wales,Sexual orientation,0.184398368
2015/16,Wales,,,Sexual orientation,0.12003539099999999
2015/16,England,,,Sexual orientation,0.12081481599999999
2015/16,,,,Sexual orientation,0.124280015
2015/16,England,North East,Cleveland,Disability,0.065826929
2015/16,England,North East,Durham,Disability,0.087988174
2015/16,England,North East,Northumbria,Disability,0.048697109
2015/16,England,North East,,Disability,0.061723197
2015/16,England,North West,Cheshire,Disability,0.074746151
2015/16,England,North West,Cumbria,Disability,0.11245070199999999
2015/16,England,North West,Greater Manchester,Disability,0.085626317
