Year,Series,Sex,Age,Country,Urban or rural,Socio-economic classification,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2011,Percentage of individuals who use a smartphone,,,,,"Higher and intermediate managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,36.0
2011,Percentage of individuals who use a smartphone,,,,,"Semi-skilled and unskilled manual occupations, unemployed and lowest grade occupations",Percentage (%),Units,Normal value,,17.0
2011,Percentage of individuals who use a smartphone,,,,,Skilled manual occupations,Percentage (%),Units,Normal value,,25.0
2011,Percentage of individuals who use a smartphone,,,,,"Supervisory, clerical and junior managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,31.0
2011,Percentage of individuals who use a smartphone,,,,,,Percentage (%),Units,Normal value,,28.0
2011,Percentage of individuals who use a mobile telephone,Female,,,,,Percentage (%),Units,Normal value,,91.0
2011,Percentage of individuals who use a mobile telephone,Male,,,,,Percentage (%),Units,Normal value,,91.0
2011,Percentage of individuals who use a mobile telephone,,16 to 24,,,,Percentage (%),Units,Normal value,,98.0
2011,Percentage of individuals who use a mobile telephone,,25 to 34,,,,Percentage (%),Units,Normal value,,99.0
2011,Percentage of individuals who use a mobile telephone,,35 to 54,,,,Percentage (%),Units,Normal value,,98.0
2011,Percentage of individuals who use a mobile telephone,,55 to 64,,,,Percentage (%),Units,Normal value,,91.0
2011,Percentage of individuals who use a mobile telephone,,65 and over,,,,Percentage (%),Units,Normal value,,64.0
2011,Percentage of individuals who use a mobile telephone,,,England,,,Percentage (%),Units,Normal value,E92000001,92.0
2011,Percentage of individuals who use a mobile telephone,,,Northern Ireland,,,Percentage (%),Units,Normal value,N92000002,92.0
2011,Percentage of individuals who use a mobile telephone,,,Scotland,,,Percentage (%),Units,Normal value,S92000003,86.0
2011,Percentage of individuals who use a mobile telephone,,,Wales,,,Percentage (%),Units,Normal value,W92000004,87.0
2011,Percentage of individuals who use a mobile telephone,,,,Rural,,Percentage (%),Units,Normal value,,92.0
2011,Percentage of individuals who use a mobile telephone,,,,Urban,,Percentage (%),Units,Normal value,,91.0
2011,Percentage of individuals who use a mobile telephone,,,,,"Higher and intermediate managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,94.0
2011,Percentage of individuals who use a mobile telephone,,,,,"Semi-skilled and unskilled manual occupations, unemployed and lowest grade occupations",Percentage (%),Units,Normal value,,84.0
2011,Percentage of individuals who use a mobile telephone,,,,,Skilled manual occupations,Percentage (%),Units,Normal value,,93.0
2011,Percentage of individuals who use a mobile telephone,,,,,"Supervisory, clerical and junior managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,94.0
2011,Percentage of individuals who use a mobile telephone,,,,,,Percentage (%),Units,Normal value,,91.0
2012,Percentage of individuals who use a smartphone,Female,,,,,Percentage (%),Units,Normal value,,37.0
2012,Percentage of individuals who use a smartphone,Male,,,,,Percentage (%),Units,Normal value,,41.0
2012,Percentage of individuals who use a smartphone,,16 to 24,,,,Percentage (%),Units,Normal value,,67.0
2012,Percentage of individuals who use a smartphone,,25 to 34,,,,Percentage (%),Units,Normal value,,60.0
2012,Percentage of individuals who use a smartphone,,35 to 54,,,,Percentage (%),Units,Normal value,,43.0
2012,Percentage of individuals who use a smartphone,,55 to 64,,,,Percentage (%),Units,Normal value,,19.0
2012,Percentage of individuals who use a smartphone,,65 and over,,,,Percentage (%),Units,Normal value,,5.0
2012,Percentage of individuals who use a smartphone,,,England,,,Percentage (%),Units,Normal value,E92000001,40.0
2012,Percentage of individuals who use a smartphone,,,Northern Ireland,,,Percentage (%),Units,Normal value,N92000002,34.0
2012,Percentage of individuals who use a smartphone,,,Scotland,,,Percentage (%),Units,Normal value,S92000003,32.0
2012,Percentage of individuals who use a smartphone,,,Wales,,,Percentage (%),Units,Normal value,W92000004,39.0
2012,Percentage of individuals who use a smartphone,,,,Rural,,Percentage (%),Units,Normal value,,37.0
2012,Percentage of individuals who use a smartphone,,,,Urban,,Percentage (%),Units,Normal value,,40.0
2012,Percentage of individuals who use a smartphone,,,,,"Higher and intermediate managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,50.0
2012,Percentage of individuals who use a smartphone,,,,,"Semi-skilled and unskilled manual occupations, unemployed and lowest grade occupations",Percentage (%),Units,Normal value,,28.0
2012,Percentage of individuals who use a smartphone,,,,,Skilled manual occupations,Percentage (%),Units,Normal value,,34.0
2012,Percentage of individuals who use a smartphone,,,,,"Supervisory, clerical and junior managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,44.0
2012,Percentage of individuals who use a smartphone,,,,,,Percentage (%),Units,Normal value,,39.0
2012,Percentage of individuals who use a mobile telephone,Female,,,,,Percentage (%),Units,Normal value,,92.0
2012,Percentage of individuals who use a mobile telephone,Male,,,,,Percentage (%),Units,Normal value,,92.0
2012,Percentage of individuals who use a mobile telephone,,16 to 24,,,,Percentage (%),Units,Normal value,,98.0
2012,Percentage of individuals who use a mobile telephone,,25 to 34,,,,Percentage (%),Units,Normal value,,98.0
2012,Percentage of individuals who use a mobile telephone,,35 to 54,,,,Percentage (%),Units,Normal value,,97.0
2012,Percentage of individuals who use a mobile telephone,,55 to 64,,,,Percentage (%),Units,Normal value,,91.0
2012,Percentage of individuals who use a mobile telephone,,65 and over,,,,Percentage (%),Units,Normal value,,71.0
2012,Percentage of individuals who use a mobile telephone,,,England,,,Percentage (%),Units,Normal value,E92000001,93.0
2012,Percentage of individuals who use a mobile telephone,,,Northern Ireland,,,Percentage (%),Units,Normal value,N92000002,93.0
2012,Percentage of individuals who use a mobile telephone,,,Scotland,,,Percentage (%),Units,Normal value,S92000003,85.0
2012,Percentage of individuals who use a mobile telephone,,,Wales,,,Percentage (%),Units,Normal value,W92000004,92.0
2012,Percentage of individuals who use a mobile telephone,,,,Rural,,Percentage (%),Units,Normal value,,92.0
2012,Percentage of individuals who use a mobile telephone,,,,Urban,,Percentage (%),Units,Normal value,,92.0
2012,Percentage of individuals who use a mobile telephone,,,,,"Higher and intermediate managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,95.0
2012,Percentage of individuals who use a mobile telephone,,,,,"Semi-skilled and unskilled manual occupations, unemployed and lowest grade occupations",Percentage (%),Units,Normal value,,85.0
2012,Percentage of individuals who use a mobile telephone,,,,,Skilled manual occupations,Percentage (%),Units,Normal value,,93.0
2012,Percentage of individuals who use a mobile telephone,,,,,"Supervisory, clerical and junior managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,94.0
2012,Percentage of individuals who use a mobile telephone,,,,,,Percentage (%),Units,Normal value,,92.0
2013,Percentage of individuals who use a smartphone,Female,,,,,Percentage (%),Units,Normal value,,50.0
2013,Percentage of individuals who use a smartphone,Male,,,,,Percentage (%),Units,Normal value,,53.0
2013,Percentage of individuals who use a smartphone,,16 to 24,,,,Percentage (%),Units,Normal value,,77.0
2013,Percentage of individuals who use a smartphone,,25 to 34,,,,Percentage (%),Units,Normal value,,73.0
2013,Percentage of individuals who use a smartphone,,35 to 54,,,,Percentage (%),Units,Normal value,,60.0
2013,Percentage of individuals who use a smartphone,,55 to 64,,,,Percentage (%),Units,Normal value,,32.0
2013,Percentage of individuals who use a smartphone,,65 and over,,,,Percentage (%),Units,Normal value,,8.0
2013,Percentage of individuals who use a smartphone,,,England,,,Percentage (%),Units,Normal value,E92000001,52.0
2013,Percentage of individuals who use a smartphone,,,Northern Ireland,,,Percentage (%),Units,Normal value,N92000002,45.0
2013,Percentage of individuals who use a smartphone,,,Scotland,,,Percentage (%),Units,Normal value,S92000003,45.0
2013,Percentage of individuals who use a smartphone,,,Wales,,,Percentage (%),Units,Normal value,W92000004,49.0
2013,Percentage of individuals who use a smartphone,,,,Rural,,Percentage (%),Units,Normal value,,51.0
2013,Percentage of individuals who use a smartphone,,,,Urban,,Percentage (%),Units,Normal value,,51.0
2013,Percentage of individuals who use a smartphone,,,,,"Higher and intermediate managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,60.0
2013,Percentage of individuals who use a smartphone,,,,,"Semi-skilled and unskilled manual occupations, unemployed and lowest grade occupations",Percentage (%),Units,Normal value,,38.0
2013,Percentage of individuals who use a smartphone,,,,,Skilled manual occupations,Percentage (%),Units,Normal value,,46.0
2013,Percentage of individuals who use a smartphone,,,,,"Supervisory, clerical and junior managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,58.0
2013,Percentage of individuals who use a smartphone,,,,,,Percentage (%),Units,Normal value,,51.0
2013,Percentage of individuals who use a mobile telephone,Female,,,,,Percentage (%),Units,Normal value,,91.0
2013,Percentage of individuals who use a mobile telephone,Male,,,,,Percentage (%),Units,Normal value,,92.0
2013,Percentage of individuals who use a mobile telephone,,16 to 24,,,,Percentage (%),Units,Normal value,,97.0
2013,Percentage of individuals who use a mobile telephone,,25 to 34,,,,Percentage (%),Units,Normal value,,99.0
2013,Percentage of individuals who use a mobile telephone,,35 to 54,,,,Percentage (%),Units,Normal value,,98.0
2013,Percentage of individuals who use a mobile telephone,,55 to 64,,,,Percentage (%),Units,Normal value,,93.0
2013,Percentage of individuals who use a mobile telephone,,65 and over,,,,Percentage (%),Units,Normal value,,69.0
2013,Percentage of individuals who use a mobile telephone,,,England,,,Percentage (%),Units,Normal value,E92000001,92.0
2013,Percentage of individuals who use a mobile telephone,,,Northern Ireland,,,Percentage (%),Units,Normal value,N92000002,94.0
2013,Percentage of individuals who use a mobile telephone,,,Scotland,,,Percentage (%),Units,Normal value,S92000003,92.0
2013,Percentage of individuals who use a mobile telephone,,,Wales,,,Percentage (%),Units,Normal value,W92000004,92.0
2013,Percentage of individuals who use a mobile telephone,,,,Rural,,Percentage (%),Units,Normal value,,93.0
2013,Percentage of individuals who use a mobile telephone,,,,Urban,,Percentage (%),Units,Normal value,,92.0
2013,Percentage of individuals who use a mobile telephone,,,,,"Higher and intermediate managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,94.0
2013,Percentage of individuals who use a mobile telephone,,,,,"Semi-skilled and unskilled manual occupations, unemployed and lowest grade occupations",Percentage (%),Units,Normal value,,88.0
2013,Percentage of individuals who use a mobile telephone,,,,,Skilled manual occupations,Percentage (%),Units,Normal value,,92.0
2013,Percentage of individuals who use a mobile telephone,,,,,"Supervisory, clerical and junior managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,94.0
2013,Percentage of individuals who use a mobile telephone,,,,,,Percentage (%),Units,Normal value,,92.0
2014,Percentage of individuals who use a smartphone,Female,,,,,Percentage (%),Units,Normal value,,61.0
2014,Percentage of individuals who use a smartphone,Male,,,,,Percentage (%),Units,Normal value,,61.0
2014,Percentage of individuals who use a smartphone,,16 to 24,,,,Percentage (%),Units,Normal value,,88.0
2014,Percentage of individuals who use a smartphone,,25 to 34,,,,Percentage (%),Units,Normal value,,84.0
2014,Percentage of individuals who use a smartphone,,35 to 54,,,,Percentage (%),Units,Normal value,,72.0
2014,Percentage of individuals who use a smartphone,,55 to 64,,,,Percentage (%),Units,Normal value,,39.0
2014,Percentage of individuals who use a smartphone,,65 and over,,,,Percentage (%),Units,Normal value,,14.0
2014,Percentage of individuals who use a smartphone,,,England,,,Percentage (%),Units,Normal value,E92000001,61.0
2014,Percentage of individuals who use a smartphone,,,Northern Ireland,,,Percentage (%),Units,Normal value,N92000002,55.0
2014,Percentage of individuals who use a smartphone,,,Scotland,,,Percentage (%),Units,Normal value,S92000003,62.0
2014,Percentage of individuals who use a smartphone,,,Wales,,,Percentage (%),Units,Normal value,W92000004,57.0
2014,Percentage of individuals who use a smartphone,,,,Rural,,Percentage (%),Units,Normal value,,56.0
2014,Percentage of individuals who use a smartphone,,,,Urban,,Percentage (%),Units,Normal value,,62.0
2014,Percentage of individuals who use a smartphone,,,,,"Higher and intermediate managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,70.0
2014,Percentage of individuals who use a smartphone,,,,,"Semi-skilled and unskilled manual occupations, unemployed and lowest grade occupations",Percentage (%),Units,Normal value,,47.0
2014,Percentage of individuals who use a smartphone,,,,,Skilled manual occupations,Percentage (%),Units,Normal value,,58.0
2014,Percentage of individuals who use a smartphone,,,,,"Supervisory, clerical and junior managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,68.0
2014,Percentage of individuals who use a smartphone,,,,,,Percentage (%),Units,Normal value,,61.0
2014,Percentage of individuals who use a mobile telephone,Female,,,,,Percentage (%),Units,Normal value,,93.0
2014,Percentage of individuals who use a mobile telephone,Male,,,,,Percentage (%),Units,Normal value,,93.0
2014,Percentage of individuals who use a mobile telephone,,16 to 24,,,,Percentage (%),Units,Normal value,,100.0
2014,Percentage of individuals who use a mobile telephone,,25 to 34,,,,Percentage (%),Units,Normal value,,99.0
2014,Percentage of individuals who use a mobile telephone,,35 to 54,,,,Percentage (%),Units,Normal value,,98.0
2014,Percentage of individuals who use a mobile telephone,,55 to 64,,,,Percentage (%),Units,Normal value,,92.0
2014,Percentage of individuals who use a mobile telephone,,65 and over,,,,Percentage (%),Units,Normal value,,72.0
2014,Percentage of individuals who use a mobile telephone,,,England,,,Percentage (%),Units,Normal value,E92000001,94.0
2014,Percentage of individuals who use a mobile telephone,,,Northern Ireland,,,Percentage (%),Units,Normal value,N92000002,94.0
2014,Percentage of individuals who use a mobile telephone,,,Scotland,,,Percentage (%),Units,Normal value,S92000003,90.0
2014,Percentage of individuals who use a mobile telephone,,,Wales,,,Percentage (%),Units,Normal value,W92000004,92.0
2014,Percentage of individuals who use a mobile telephone,,,,Rural,,Percentage (%),Units,Normal value,,93.0
2014,Percentage of individuals who use a mobile telephone,,,,Urban,,Percentage (%),Units,Normal value,,93.0
2014,Percentage of individuals who use a mobile telephone,,,,,"Higher and intermediate managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,96.0
2014,Percentage of individuals who use a mobile telephone,,,,,"Semi-skilled and unskilled manual occupations, unemployed and lowest grade occupations",Percentage (%),Units,Normal value,,88.0
2014,Percentage of individuals who use a mobile telephone,,,,,Skilled manual occupations,Percentage (%),Units,Normal value,,93.0
2014,Percentage of individuals who use a mobile telephone,,,,,"Supervisory, clerical and junior managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,96.0
2014,Percentage of individuals who use a mobile telephone,,,,,,Percentage (%),Units,Normal value,,93.0
2015,Percentage of individuals who use a smartphone,Female,,,,,Percentage (%),Units,Normal value,,65.0
2015,Percentage of individuals who use a smartphone,Male,,,,,Percentage (%),Units,Normal value,,67.0
2015,Percentage of individuals who use a smartphone,,16 to 24,,,,Percentage (%),Units,Normal value,,90.0
2015,Percentage of individuals who use a smartphone,,25 to 34,,,,Percentage (%),Units,Normal value,,87.0
2015,Percentage of individuals who use a smartphone,,35 to 54,,,,Percentage (%),Units,Normal value,,80.0
2015,Percentage of individuals who use a smartphone,,55 to 64,,,,Percentage (%),Units,Normal value,,50.0
2015,Percentage of individuals who use a smartphone,,65 and over,,,,Percentage (%),Units,Normal value,,20.0
2015,Percentage of individuals who use a smartphone,,,England,,,Percentage (%),Units,Normal value,E92000001,67.0
2015,Percentage of individuals who use a smartphone,,,Northern Ireland,,,Percentage (%),Units,Normal value,N92000002,63.0
2015,Percentage of individuals who use a smartphone,,,Scotland,,,Percentage (%),Units,Normal value,S92000003,63.0
2015,Percentage of individuals who use a smartphone,,,Wales,,,Percentage (%),Units,Normal value,W92000004,63.0
2015,Percentage of individuals who use a smartphone,,,,Rural,,Percentage (%),Units,Normal value,,59.0
2015,Percentage of individuals who use a smartphone,,,,Urban,,Percentage (%),Units,Normal value,,67.0
2015,Percentage of individuals who use a smartphone,,,,,"Higher and intermediate managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,72.0
2015,Percentage of individuals who use a smartphone,,,,,"Semi-skilled and unskilled manual occupations, unemployed and lowest grade occupations",Percentage (%),Units,Normal value,,56.0
2015,Percentage of individuals who use a smartphone,,,,,Skilled manual occupations,Percentage (%),Units,Normal value,,63.0
2015,Percentage of individuals who use a smartphone,,,,,"Supervisory, clerical and junior managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,71.0
2015,Percentage of individuals who use a smartphone,,,,,,Percentage (%),Units,Normal value,,66.0
2015,Percentage of individuals who use a mobile telephone,Female,,,,,Percentage (%),Units,Normal value,,93.0
2015,Percentage of individuals who use a mobile telephone,Male,,,,,Percentage (%),Units,Normal value,,92.0
2015,Percentage of individuals who use a mobile telephone,,16 to 24,,,,Percentage (%),Units,Normal value,,98.0
2015,Percentage of individuals who use a mobile telephone,,25 to 34,,,,Percentage (%),Units,Normal value,,98.0
2015,Percentage of individuals who use a mobile telephone,,35 to 54,,,,Percentage (%),Units,Normal value,,98.0
2015,Percentage of individuals who use a mobile telephone,,55 to 64,,,,Percentage (%),Units,Normal value,,92.0
2015,Percentage of individuals who use a mobile telephone,,65 and over,,,,Percentage (%),Units,Normal value,,75.0
2015,Percentage of individuals who use a mobile telephone,,,England,,,Percentage (%),Units,Normal value,E92000001,93.0
2015,Percentage of individuals who use a mobile telephone,,,Northern Ireland,,,Percentage (%),Units,Normal value,N92000002,91.0
2015,Percentage of individuals who use a mobile telephone,,,Scotland,,,Percentage (%),Units,Normal value,S92000003,91.0
2015,Percentage of individuals who use a mobile telephone,,,Wales,,,Percentage (%),Units,Normal value,W92000004,90.0
2015,Percentage of individuals who use a mobile telephone,,,,Rural,,Percentage (%),Units,Normal value,,93.0
2015,Percentage of individuals who use a mobile telephone,,,,Urban,,Percentage (%),Units,Normal value,,92.0
2015,Percentage of individuals who use a mobile telephone,,,,,"Higher and intermediate managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,96.0
2015,Percentage of individuals who use a mobile telephone,,,,,"Semi-skilled and unskilled manual occupations, unemployed and lowest grade occupations",Percentage (%),Units,Normal value,,87.0
2015,Percentage of individuals who use a mobile telephone,,,,,Skilled manual occupations,Percentage (%),Units,Normal value,,91.0
2015,Percentage of individuals who use a mobile telephone,,,,,"Supervisory, clerical and junior managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,95.0
2015,Percentage of individuals who use a mobile telephone,,,,,,Percentage (%),Units,Normal value,,93.0
2016,Percentage of individuals who use a smartphone,Female,,,,,Percentage (%),Units,Normal value,,72.0
2016,Percentage of individuals who use a smartphone,Male,,,,,Percentage (%),Units,Normal value,,69.0
2016,Percentage of individuals who use a smartphone,,16 to 24,,,,Percentage (%),Units,Normal value,,90.0
2016,Percentage of individuals who use a smartphone,,25 to 34,,,,Percentage (%),Units,Normal value,,91.0
2016,Percentage of individuals who use a smartphone,,35 to 54,,,,Percentage (%),Units,Normal value,,83.0
2016,Percentage of individuals who use a smartphone,,55 to 64,,,,Percentage (%),Units,Normal value,,60.0
2016,Percentage of individuals who use a smartphone,,65 and over,,,,Percentage (%),Units,Normal value,,28.0
2016,Percentage of individuals who use a smartphone,,,England,,,Percentage (%),Units,Normal value,E92000001,71.0
2016,Percentage of individuals who use a smartphone,,,Northern Ireland,,,Percentage (%),Units,Normal value,N92000002,72.0
2016,Percentage of individuals who use a smartphone,,,Scotland,,,Percentage (%),Units,Normal value,S92000003,70.0
2016,Percentage of individuals who use a smartphone,,,Wales,,,Percentage (%),Units,Normal value,W92000004,65.0
2016,Percentage of individuals who use a smartphone,,,,Rural,,Percentage (%),Units,Normal value,,68.0
2016,Percentage of individuals who use a smartphone,,,,Urban,,Percentage (%),Units,Normal value,,71.0
2016,Percentage of individuals who use a smartphone,,,,,"Higher and intermediate managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,76.0
2016,Percentage of individuals who use a smartphone,,,,,"Semi-skilled and unskilled manual occupations, unemployed and lowest grade occupations",Percentage (%),Units,Normal value,,62.0
2016,Percentage of individuals who use a smartphone,,,,,Skilled manual occupations,Percentage (%),Units,Normal value,,71.0
2016,Percentage of individuals who use a smartphone,,,,,"Supervisory, clerical and junior managerial, administrative, professional occupations",Percentage (%),Units,Normal value,,74.0
2016,Percentage of individuals who use a smartphone,,,,,,Percentage (%),Units,Normal value,,71.0
2016,Percentage of individuals who use a mobile telephone,Female,,,,,Percentage (%),Units,Normal value,,94.0
2016,Percentage of individuals who use a mobile telephone,Male,,,,,Percentage (%),Units,Normal value,,93.0
2016,Percentage of individuals who use a mobile telephone,,16 to 24,,,,Percentage (%),Units,Normal value,,99.0
2016,Percentage of individuals who use a mobile telephone,,25 to 34,,,,Percentage (%),Units,Normal value,,97.0
2016,Percentage of individuals who use a mobile telephone,,35 to 54,,,,Percentage (%),Units,Normal value,,98.0
2016,Percentage of individuals who use a mobile telephone,,55 to 64,,,,Percentage (%),Units,Normal value,,95.0
